Cohort years,group,Cohort count,"Salaries (-dw, attribution, and displacement) (£)","GVA (-dw, attribution, and displacement) (£)",Savings from reduced reoffending (£),Savings to DWP/Health (£),Volunteer value (mentor and non-mentor) (£),WELLBY (-dw and attribution) (£),Volunteers (-attribution) (£),Total savings (£),group_type
2026/27,programme_Power Up_name2,2463.539749611542,5329763.378567535,32404574.35830719,86289.58823366574,888717.3259274052,NA,NA,NA,14754824.309261646,NA
2027/28,programme_Power Up_name2,247.73254076186572,2945727.839726802,4421770.522955035,39892.279551790285,107991.1590283584,NA,NA,NA,3641785.5984982164,NA
2014/15,programme_Clients with Businesses*_name2,28058.481141940505,53401320.874934085,146215674.66531086,2013449.264554314,12217724.444783779,476672.448602476,30421117.094802734,1925951.422546649,384695034.9811498,NA
2015/16,programme_Clients with Businesses*_name2,17605.491252249107,89499522.87494193,76501861.83949412,3566509.4545189124,15712838.008385293,154348.86689997278,20512025.84939349,2219890.501248113,137077483.1447037,NA
2016/17,programme_Clients with Businesses*_name2,15008.950912084058,146078417.65005863,44622491.93191713,3723173.405844149,7089558.413008223,548186.288638705,42512782.57928878,12887501.42065151,387956044.94044393,NA
2017/18,programme_Clients with Businesses*_name2,36539.25933647379,63123461.85480742,78926238.79487282,3074605.8459945037,3032609.830453695,723478.6561887749,38113736.03880019,2378892.449126289,107029759.42173919,NA
2018/19,programme_Clients with Businesses*_name2,36734.043617644165,57050452.510723,86682431.34289454,2251787.704770931,14271563.955744756,1374172.1199816219,18496486.958872378,9329331.867169902,130655211.28179792,NA
2019/20,programme_Clients with Businesses*_name2,32388.766340937837,123773323.94280462,48421202.85152955,3360597.544933329,5258053.254993039,1805465.8688982294,54366106.07399067,3943158.3609756744,38335940.89270885,NA
2020/21,programme_Clients with Businesses*_name2,12014.460366808995,85782123.56232287,26032051.760133263,1014211.8875152663,2638077.3117203265,473377.7646150887,36889554.55523997,14511244.512061445,69208546.49787818,NA
2021/22,programme_Clients with Businesses*_name2,5976.065720289946,82533202.64157133,151897245.56071362,621384.8345740093,9058092.616981104,2435994.1433887184,61091034.07424169,11721072.67995154,75459682.04996033,NA
2022/23,programme_Clients with Businesses*_name2,11769.473199771346,27752995.24999146,51625370.2366102,1302977.238547463,2663124.9861093443,2406599.9096468748,33113267.08990293,12012937.47286241,149449607.90818676,NA
2023/24,programme_Clients with Businesses*_name2,27732.417358967476,101207448.76953009,74272465.56519976,1428668.6885294649,10034860.847877638,2506926.384217847,45576711.948569246,10814202.517853973,80223845.25682135,NA
2024/25,programme_Clients with Businesses*_name2,18561.207161310314,87576376.39101274,112423552.29601201,1125300.8771613366,5019328.922612684,4228771.161663414,31297033.512332246,3012938.071770732,171320093.13325098,NA
2025/26,programme_Clients with Businesses*_name2,5955.482223330438,26263545.69933143,43317618.29325489,188374.56715017557,4574349.918944791,631915.6767139635,NA,NA,64446501.76599659,NA
2026/27,programme_Clients with Businesses*_name2,3303.833963960409,22055396.52814585,18345690.432210814,139648.37247147877,1741234.203726731,NA,NA,NA,33773019.89864727,NA
2027/28,programme_Clients with Businesses*_name2,700.1664782166481,4399808.542790613,5060690.6022780035,65870.84243036248,537638.147770372,NA,NA,NA,2832330.737746558,NA
2014/15,programme_Prince's Trust Online_name2,33677.93515721634,64414707.43164353,76941182.95747471,2419564.837214116,9153421.289864149,59324.88613019288,38884708.28698952,7616804.006385139,345977271.80295783,NA
2015/16,programme_Prince's Trust Online_name2,23244.380476757884,57414022.05481944,35238498.1588443,2480453.4849309907,10588777.438476892,578436.4587657541,54239249.724747784,13156693.898010945,379721591.4479512,NA
2016/17,programme_Prince's Trust Online_name2,27881.257830081693,148543519.86433843,203200856.85087585,1901780.6117283674,10236140.634870214,1098583.5715840857,8064839.617593712,4121077.1771488125,124010556.83887587,NA
2017/18,programme_Prince's Trust Online_name2,14279.096835159138,119227281.24774042,194719524.37702978,3068317.976577416,11190105.244515602,2095890.5984087684,25190532.136292037,10710507.672460692,90359634.70339939,NA
2018/19,programme_Prince's Trust Online_name2,19855.03417941928,140830687.56586528,166841123.27863643,850425.5919848271,12123950.795574712,2157831.7561263503,33899495.19177791,8718868.573219733,189891433.13524902,NA
2019/20,programme_Prince's Trust Online_name2,4974.329321448691,102574957.86642694,202235303.28374094,2308129.968733024,12914366.67333929,1696695.614890374,15992816.311444448,2228280.861593776,221130513.34568408,NA
2020/21,programme_Prince's Trust Online_name2,28358.968625644968,93948801.99046311,132296803.06533298,1147747.2888521613,9523510.536117759,2499724.868078789,33459380.47403846,2463994.810695236,254706549.32485974,NA
2021/22,programme_Prince's Trust Online_name2,22934.484784163535,19807880.651095606,74471112.90912944,1508564.5933089268,8900472.619730946,1937045.8536232132,17331585.736411523,8623711.099053163,199617614.68628126,NA
2022/23,programme_Prince's Trust Online_name2,26275.231405299157,67169855.12775184,111271845.56383772,1023190.0217025839,7714317.894956146,2480818.748261651,43345928.289502494,14446229.604936054,234975855.27887732,NA
2023/24,programme_Prince's Trust Online_name2,11314.506491845474,82292146.16865507,88929090.68621776,1027224.2512498084,10364042.390795311,2224258.782923634,65847795.48060057,9685040.818638625,199206551.59213144,NA
2024/25,programme_Prince's Trust Online_name2,21722.45612834655,34888338.63302954,104189375.91033638,1050599.664176307,9270411.921966737,2152262.03433668,52646956.66908171,3649609.821821094,97218584.1448522,NA
2025/26,programme_Prince's Trust Online_name2,1903.5573484528811,45942726.92472968,28196556.485686086,561864.2343391757,6404671.550483578,421730.17079409066,NA,NA,89392260.22365251,NA
2026/27,programme_Prince's Trust Online_name2,2161.903959432431,4274282.7710381495,21524913.36140993,160642.43202885578,1120104.528880224,NA,NA,NA,27663532.948076967,NA
2027/28,programme_Prince's Trust Online_name2,528.2856287073344,2128196.55849375,1914208.9511448136,73201.22165538184,617207.3847056585,NA,NA,NA,3175182.6386503847,NA
2014/15,programme_Local & Pilots_name2,11759.868553007022,152424885.40271232,151876682.2979623,1499511.0598560153,8499286.072731243,217983.36534537305,17651575.388855193,12666865.648079993,103630331.0525489,NA
2015/16,programme_Local & Pilots_name2,24977.433143939827,130535158.36329368,258597936.92193145,1786094.8407814323,14962812.92317015,223499.15723823383,32183171.237278216,4981169.548683631,333507118.01709586,NA
2016/17,programme_Local & Pilots_name2,31506.60173662007,106994368.64622839,87998860.28405906,629204.2853767812,3246593.7027237844,1115795.6118008457,54635367.094701365,11347720.969312444,313056986.26528126,NA
2017/18,programme_Local & Pilots_name2,17216.60536091961,64473427.200747564,213325428.54307932,4372890.623453069,14736793.618348354,1616074.2114215456,27047345.243161153,17034535.96280363,205036768.79422206,NA
2018/19,programme_Local & Pilots_name2,22635.03249501139,99027573.36716528,73255291.57802235,3535067.1227918537,14340823.712895567,1901145.7336536204,31025192.693543028,6694412.0718929395,195054703.92111316,NA
2019/20,programme_Local & Pilots_name2,4248.8576131308455,17556277.222468026,29533884.873404622,2406300.166029055,1691432.3898101572,629622.6815707058,51061041.363134794,4062588.2587263985,97701896.68682271,NA
2020/21,programme_Local & Pilots_name2,10164.95726432316,13496388.737957694,42358260.65263664,1347723.338024307,7267006.802161504,2396768.8047288717,21954207.872827046,4020300.449623354,77851616.62032817,NA
2021/22,programme_Local & Pilots_name2,12159.593426404708,22175104.4769919,179852761.3048329,523647.7144015767,8710522.468646744,1679301.5688239175,10167552.401252422,6536033.01837166,52203839.15968826,NA
2022/23,programme_Local & Pilots_name2,3698.8196173500273,98491471.89891283,43739531.45955312,1984401.4680376789,4814290.776098711,3467580.1619242067,42541652.738846175,3616198.8524966924,179899178.1619604,NA
2023/24,programme_Local & Pilots_name2,20811.35014847573,45658179.642865434,65259168.98293867,1023294.7147065256,3065071.088955395,2507981.474362286,67056730.7460937,14341288.568116194,118992980.0939611,NA
2024/25,programme_Local & Pilots_name2,20333.24427629467,38601794.22201775,68399645.69944374,257605.76385375857,11078325.059173008,2447397.5184417632,36324688.94993003,18918881.23106796,36372605.56275433,NA
2025/26,programme_Local & Pilots_name2,8769.635848866776,33732918.90513396,74268764.20713854,508750.26968968107,1579664.985372126,208784.1198257983,NA,NA,52883171.29804721,NA
2026/27,programme_Local & Pilots_name2,3111.5574647538365,11571590.658049349,14441259.935815498,266799.0380186625,819247.0059936796,NA,NA,NA,9065401.530942388,NA
2027/28,programme_Local & Pilots_name2,472.84956589490173,5720500.838318421,4150693.1526601342,55244.10811865404,282966.28936980315,NA,NA,NA,6081786.662299951,NA
2014/15,programme_Business_name2,9695.905636245943,81818310.76829359,89916402.6102365,3835907.0493514715,10762509.866360899,281258.5800100763,39062939.68453089,4952129.750360297,248507672.2183039,NA
2015/16,programme_Business_name2,16667.48553856276,132582783.43670675,154234039.43986696,2400901.984673353,7286150.973446681,374332.3042796835,20937584.81896341,11351449.802094985,310544198.00938404,NA
2016/17,programme_Business_name2,17094.47596787177,126047360.25581622,143168431.48749003,3550009.4133322476,3582775.398346882,657500.7478215846,26852041.979341388,16637929.885324199,334383289.8694985,NA
2017/18,programme_Business_name2,25456.737955906985,119380115.67041652,73315668.60201144,3126522.0489974925,10398633.050904157,276311.28925017494,46056828.758386426,18480121.145990726,162714039.2920051,NA
2018/19,programme_Business_name2,8932.376977122949,115751133.96164481,36466059.20368658,2831688.668351532,12920295.340217425,1289428.1804554006,15765014.482101647,7820034.902671903,54858161.22501531,NA
2019/20,programme_Business_name2,17029.737911767697,47514114.16150674,95731401.97441292,1624940.4748246751,9745955.219750963,1168935.4207802976,30897751.83769507,5214065.191836343,81547710.16522084,NA
2020/21,programme_Business_name2,26506.17206900157,55008402.75941322,167377390.50205794,827333.3101412408,7885578.714561873,1786967.824248104,36813172.93871529,12790032.111321868,168290604.3089335,NA
2021/22,programme_Business_name2,4414.8419304484505,28827821.41533697,105404143.4330852,764960.3152239138,8628065.781511493,1392435.3513746185,55533132.407096945,15894702.772161689,43910816.511415526,NA
2022/23,programme_Business_name2,4469.783957140893,99408731.0899284,38616017.96500281,1881165.557422541,1850366.4836697972,3442918.792254067,53941534.141566314,5328598.364087292,199368689.661678,NA
2023/24,programme_Business_name2,18772.85983560607,42613920.83105201,153640122.74462697,297110.63382437493,7324392.370350322,1252359.3445954537,54318630.76407007,13414050.127650538,79592594.29752642,NA
2024/25,programme_Business_name2,18378.11705512926,58838256.836518526,43610844.26891699,443845.6545862194,6407000.45513007,2505192.2279599537,65730441.65606343,13692239.951364836,94934777.72618344,NA
2025/26,programme_Business_name2,1471.1895343456417,49348189.75535633,21386636.06304642,442416.5718867397,1735790.6249979215,242055.39059303328,NA,NA,68986994.38298368,NA
2026/27,programme_Business_name2,1815.7296233402565,10589058.766891172,18686120.500697106,115990.7525229929,2849942.4494936005,NA,NA,NA,16096115.17313111,NA
2027/28,programme_Business_name2,287.418211033009,3596761.9188102717,2836177.5169672747,47560.92417482399,313238.8154842991,NA,NA,NA,1050932.9492156105,NA
2014/15,programme_xl_name2,22315.63780276943,49991925.51029123,184006254.86742905,3547123.3064753897,3432454.6247070446,142515.9574183237,47026460.09642625,14191346.73714853,175510790.39123988,NA
2015/16,programme_xl_name2,11428.099374311043,157459691.41487214,148374282.5959095,3387702.7595624146,9802245.255079824,472634.3892136753,19751561.130966626,11922182.81741557,349576585.8494775,NA
2016/17,programme_xl_name2,8037.128604955226,138596413.95812654,252353480.37332022,2836413.5671714293,16060633.231757965,428665.48695335817,62220070.19377853,14981694.404881315,128205185.02471116,NA
2017/18,programme_xl_name2,23960.98893849086,111511291.05889514,46152857.68756382,3008736.2016103617,11418099.359058222,941125.3777285069,38872206.70275878,5080757.02940823,45856814.98048782,NA
2018/19,programme_xl_name2,19432.96821398791,95990877.68877192,166446482.5375106,3835823.349209306,3047515.512935091,1529195.1309925532,52957796.028625086,8289381.115267279,253255489.1040024,NA
2019/20,programme_xl_name2,24065.202730172874,86622573.23595202,65356907.94517083,3864937.825900891,11352961.024715854,2101669.862482601,25889956.360878486,11731727.433629485,286277032.56734884,NA
2020/21,programme_xl_name2,4201.69416706115,39655541.718038574,44665857.986301824,1092133.198010766,4923208.791026007,730572.9404124633,48886872.41089557,2164564.8094193363,83110079.52269146,NA
2021/22,programme_xl_name2,23712.189290248603,71583740.74896736,137075321.71656916,525090.7296864409,11486584.58184321,1201350.305893383,20635776.269685466,12826804.164361538,257789895.73758325,NA
2022/23,programme_xl_name2,26335.90977993831,71088453.2842889,132288989.33101884,1975222.3810706893,10542050.101697322,971452.8340264884,45457238.40595257,9305207.626615169,300668825.10666203,NA
2023/24,programme_xl_name2,10204.661777696574,92695796.95887779,144823953.0756364,1747367.254909554,3432023.0805267883,2369535.1354148146,26108605.5017854,2765381.720851192,255035523.1161366,NA
2024/25,programme_xl_name2,19126.109465228208,86233789.80661327,145166187.75936687,812187.8500980128,6043252.503922357,3308556.8405198404,52813543.23168011,5630506.612843608,213102171.50251043,NA
2025/26,programme_xl_name2,5478.0541253943,31398808.251062825,38965779.72847283,577077.3715873808,4520282.90640825,297202.24358962924,NA,NA,59652236.644558154,NA
2026/27,programme_xl_name2,468.56382788792257,22797745.221625466,22965808.101609062,274813.71330474823,2284120.3584276624,NA,NA,NA,7468811.086228661,NA
2027/28,programme_xl_name2,91.10441635306925,1479643.4266117741,838171.1171124799,61760.19305619784,182058.9694856426,NA,NA,NA,4216686.262854253,NA
2014/15,programme_Spirit_name2,33198.09625338316,120784617.02917644,149283871.89891753,2263891.2153110895,14900508.114839535,430880.97064770013,45948658.49570254,7734157.0336868875,359233223.4520294,NA
2015/16,programme_Spirit_name2,9462.24197209999,102248142.71285696,244387091.85199648,3079038.6742370264,5567788.8819672875,425948.7100722954,14765541.311510189,8313081.882260428,215427998.84493944,NA
2016/17,programme_Spirit_name2,24759.64841552712,36602860.80300988,103752015.9296716,4319779.631299992,3970925.2918800614,1356245.6465526866,53233565.23851953,3224175.7423972716,111804165.46789046,NA
2017/18,programme_Spirit_name2,21914.285285326096,96815006.2681858,204123186.31256354,1141495.0387789945,11419600.376111573,766982.8277226716,60258987.61202879,18144534.960294362,336642035.71136826,NA
2018/19,programme_Spirit_name2,38176.81813681294,134849615.66392985,61870967.90729558,3975682.4047482247,13974092.806436894,786434.2678947737,23476109.927151095,9972920.369126575,360889311.5005501,NA
